identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
AC2IAX_001121,locus_tag,,Limnothrix,,CDS,,1377113,,1377521,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001122,locus_tag,,Limnothrix,,CDS,,1377709,,1380484,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001123,locus_tag,,Limnothrix,,CDS,,1380619,,1381816,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001124,locus_tag,,Limnothrix,,CDS,,1381867,,1385632,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001125,locus_tag,,Limnothrix,,CDS,,1386653,,1387643,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001126,locus_tag,,Limnothrix,,CDS,,1387660,,1387906,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001127,locus_tag,,Limnothrix,,CDS,,1388016,,1388472,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001128,locus_tag,,Limnothrix,,CDS,,1388468,,1388717,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001129,locus_tag,,Limnothrix,,CDS,,1388759,,1389578,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001130,locus_tag,,Limnothrix,,CDS,,1389671,,1389965,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001131,locus_tag,,Limnothrix,,CDS,,1390015,,1390387,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001132,locus_tag,,Limnothrix,,CDS,,1390383,,1391502,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001133,locus_tag,,Limnothrix,,CDS,,1391657,,1392962,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001134,locus_tag,,Limnothrix,,tRNA,,1393204,,1393275,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001135,locus_tag,,Limnothrix,,CDS,,1393383,,1394628,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001136,locus_tag,,Limnothrix,,CDS,,1394750,,1395083,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001137,locus_tag,,Limnothrix,,CDS,,1395226,,1395496,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001138,locus_tag,,Limnothrix,,CDS,,1395847,,1396393,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001139,locus_tag,,Limnothrix,,CDS,,1396580,,1396769,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001140,locus_tag,,Limnothrix,,CDS,,1397189,,1397321,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001141,locus_tag,,Limnothrix,,CDS,,1397992,,1398874,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001142,locus_tag,,Limnothrix,,CDS,,1399000,,1404115,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001143,locus_tag,,Limnothrix,,CDS,,1405625,,1406153,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001144,locus_tag,,Limnothrix,,CDS,,1406513,,1407725,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001145,locus_tag,,Limnothrix,,CDS,,1407828,,1408566,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001146,locus_tag,,Limnothrix,,CDS,,1408601,,1409876,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001147,locus_tag,,Limnothrix,,CDS,,1409988,,1411089,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001148,locus_tag,,Limnothrix,,CDS,,1411723,,1412212,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001149,locus_tag,,Limnothrix,,CDS,,1412615,,1413995,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001150,locus_tag,,Limnothrix,,CDS,,1414073,,1414778,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001151,locus_tag,,Limnothrix,,CDS,,1414818,,1414998,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001152,locus_tag,,Limnothrix,,CDS,,1415117,,1416065,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001153,locus_tag,,Limnothrix,,CDS,,1416064,,1417186,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001154,locus_tag,,Limnothrix,,CDS,,1417363,,1419454,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001155,locus_tag,,Limnothrix,,CDS,,1419587,,1420463,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001156,locus_tag,,Limnothrix,,CDS,,1420631,,1422152,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001157,locus_tag,,Limnothrix,,CDS,,1422430,,1424683,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001158,locus_tag,,Limnothrix,,CDS,,1425159,,1427067,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001159,locus_tag,,Limnothrix,,CDS,,1427294,,1428176,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001160,locus_tag,,Limnothrix,,CDS,,1428346,,1429180,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001161,locus_tag,,Limnothrix,,CDS,,1429434,,1431465,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001162,locus_tag,,Limnothrix,,tRNA,,1431683,,1431757,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001163,locus_tag,,Limnothrix,,CDS,,1432428,,1433280,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001164,locus_tag,,Limnothrix,,CDS,,1434151,,1434466,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001165,locus_tag,,Limnothrix,,CDS,,1434503,,1434641,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001166,locus_tag,,Limnothrix,,CDS,,1434904,,1436419,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001167,locus_tag,,Limnothrix,,CDS,,1436517,,1437603,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001168,locus_tag,,Limnothrix,,CDS,,1437751,,1439506,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001169,locus_tag,,Limnothrix,,CDS,,1439996,,1441202,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001170,locus_tag,,Limnothrix,,CDS,,1441384,,1442467,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001171,locus_tag,,Limnothrix,,CDS,,1442595,,1443561,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001172,locus_tag,,Limnothrix,,CDS,,1443571,,1444237,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001173,locus_tag,,Limnothrix,,CDS,,1444315,,1445428,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001174,locus_tag,,Limnothrix,,CDS,,1445541,,1445781,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001175,locus_tag,,Limnothrix,,CDS,,1445864,,1446341,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001176,locus_tag,,Limnothrix,,CDS,,1447028,,1447904,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001177,locus_tag,,Limnothrix,,CDS,,1448056,,1449841,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001178,locus_tag,,Limnothrix,,CDS,,1449767,,1450088,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001179,locus_tag,,Limnothrix,,CDS,,1450354,,1451191,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001180,locus_tag,,Limnothrix,,CDS,,1451320,,1454131,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001181,locus_tag,,Limnothrix,,CDS,,1454186,,1454507,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001182,locus_tag,,Limnothrix,,CDS,,1455264,,1456512,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001183,locus_tag,,Limnothrix,,CDS,,1456537,,1457227,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001184,locus_tag,,Limnothrix,,CDS,,1457921,,1459889,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001185,locus_tag,,Limnothrix,,CDS,,1459902,,1460610,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001186,locus_tag,,Limnothrix,,CDS,,1460758,,1461484,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001187,locus_tag,,Limnothrix,,CDS,,1461489,,1464657,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001188,locus_tag,,Limnothrix,,CDS,,1464693,,1465095,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001189,locus_tag,,Limnothrix,,CDS,,1465123,,1465324,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001190,locus_tag,,Limnothrix,,CDS,,1465403,,1466675,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001191,locus_tag,,Limnothrix,,CDS,,1466769,,1469190,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001192,locus_tag,,Limnothrix,,CDS,,1469378,,1471316,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001193,locus_tag,,Limnothrix,,CDS,,1472208,,1473231,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001194,locus_tag,,Limnothrix,,CDS,,1473667,,1474450,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001195,locus_tag,,Limnothrix,,CDS,,1474550,,1475870,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001196,locus_tag,,Limnothrix,,CDS,,1475916,,1478640,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001197,locus_tag,,Limnothrix,,CDS,,1478926,,1479097,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001198,locus_tag,,Limnothrix,,CDS,,1479284,,1479851,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001199,locus_tag,,Limnothrix,,CDS,,1480270,,1480930,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001200,locus_tag,,Limnothrix,,CDS,,1481167,,1481362,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001201,locus_tag,,Limnothrix,,CDS,,1481513,,1482773,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001202,locus_tag,,Limnothrix,,CDS,,1483235,,1484759,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001203,locus_tag,,Limnothrix,,CDS,,1484954,,1487324,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001204,locus_tag,,Limnothrix,,CDS,,1487414,,1487903,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001205,locus_tag,,Limnothrix,,CDS,,1488178,,1488577,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001206,locus_tag,,Limnothrix,,CDS,,1488755,,1490267,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001207,locus_tag,,Limnothrix,,CDS,,1490454,,1490805,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001208,locus_tag,,Limnothrix,,CDS,,1490988,,1491432,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001209,locus_tag,,Limnothrix,,CDS,,1491582,,1492344,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001210,locus_tag,,Limnothrix,,CDS,,1492493,,1493912,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001211,locus_tag,,Limnothrix,,CDS,,1494081,,1494579,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001212,locus_tag,,Limnothrix,,CDS,,1494597,,1495329,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001213,locus_tag,,Limnothrix,,CDS,,1495417,,1499065,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001214,locus_tag,,Limnothrix,,CDS,,1499636,,1500836,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001215,locus_tag,,Limnothrix,,CDS,,1501128,,1501332,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001216,locus_tag,,Limnothrix,,CDS,,1501571,,1502057,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001217,locus_tag,,Limnothrix,,CDS,,1502143,,1502629,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001218,locus_tag,,Limnothrix,,CDS,,1503080,,1503404,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001219,locus_tag,,Limnothrix,,CDS,,1503433,,1504384,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001220,locus_tag,,Limnothrix,,CDS,,1504473,,1505991,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001221,locus_tag,,Limnothrix,,CDS,,1506079,,1506634,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001222,locus_tag,,Limnothrix,,CDS,,1506636,,1507179,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001223,locus_tag,,Limnothrix,,CDS,,1507186,,1507666,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001224,locus_tag,,Limnothrix,,CDS,,1507794,,1508043,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001225,locus_tag,,Limnothrix,,CDS,,1508151,,1508919,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001226,locus_tag,,Limnothrix,,CDS,,1508951,,1509389,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001227,locus_tag,,Limnothrix,,CDS,,1509552,,1510797,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001228,locus_tag,,Limnothrix,,CDS,,1511170,,1513888,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001229,locus_tag,,Limnothrix,,CDS,,1514288,,1516370,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001230,locus_tag,,Limnothrix,,CDS,,1517046,,1520103,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001231,locus_tag,,Limnothrix,,CDS,,1520142,,1521726,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001232,locus_tag,,Limnothrix,,CDS,,1521760,,1523989,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001233,locus_tag,,Limnothrix,,CDS,,1523988,,1524222,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001234,locus_tag,,Limnothrix,,CDS,,1524414,,1524906,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001235,locus_tag,,Limnothrix,,CDS,,1525192,,1526266,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001236,locus_tag,,Limnothrix,,CDS,,1527316,,1528879,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001237,locus_tag,,Limnothrix,,CDS,,1528911,,1529997,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001238,locus_tag,,Limnothrix,,CDS,,1530532,,1530772,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001239,locus_tag,,Limnothrix,,CDS,,1531328,,1531526,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001240,locus_tag,,Limnothrix,,CDS,,1531724,,1532795,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001241,locus_tag,,Limnothrix,,CDS,,1532979,,1533609,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001242,locus_tag,,Limnothrix,,CDS,,1533854,,1535018,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001243,locus_tag,,Limnothrix,,CDS,,1535090,,1536143,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001244,locus_tag,,Limnothrix,,CDS,,1536241,,1539859,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001245,locus_tag,,Limnothrix,,CDS,,1539907,,1540492,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001246,locus_tag,,Limnothrix,,CDS,,1540648,,1542088,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001247,locus_tag,,Limnothrix,,CDS,,1542385,,1542748,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001248,locus_tag,,Limnothrix,,CDS,,1542763,,1543360,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001249,locus_tag,,Limnothrix,,CDS,,1543347,,1544064,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001250,locus_tag,,Limnothrix,,CDS,,1544191,,1545823,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001251,locus_tag,,Limnothrix,,CDS,,1545992,,1546550,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001252,locus_tag,,Limnothrix,,CDS,,1547355,,1547538,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001253,locus_tag,,Limnothrix,,CDS,,1547914,,1548124,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001254,locus_tag,,Limnothrix,,CDS,,1548202,,1551289,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001255,locus_tag,,Limnothrix,,CDS,,1551421,,1552897,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001256,locus_tag,,Limnothrix,,CDS,,1553275,,1554373,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001257,locus_tag,,Limnothrix,,CDS,,1554570,,1555221,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001258,locus_tag,,Limnothrix,,CDS,,1555373,,1556510,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001259,locus_tag,,Limnothrix,,CDS,,1556543,,1557239,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001260,locus_tag,,Limnothrix,,CDS,,1557305,,1557731,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001261,locus_tag,,Limnothrix,,CDS,,1557804,,1558533,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001262,locus_tag,,Limnothrix,,CDS,,1558662,,1559847,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001263,locus_tag,,Limnothrix,,CDS,,1560118,,1561273,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001264,locus_tag,,Limnothrix,,CDS,,1561702,,1562185,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001265,locus_tag,,Limnothrix,,CDS,,1562388,,1563036,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001266,locus_tag,,Limnothrix,,CDS,,1563350,,1564631,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001267,locus_tag,,Limnothrix,,CDS,,1564750,,1565527,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001268,locus_tag,,Limnothrix,,CDS,,1565647,,1566661,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001269,locus_tag,,Limnothrix,,CDS,,1566697,,1568620,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001270,locus_tag,,Limnothrix,,CDS,,1568949,,1569285,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001271,locus_tag,,Limnothrix,,CDS,,1569754,,1570063,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001272,locus_tag,,Limnothrix,,CDS,,1571174,,1573028,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001273,locus_tag,,Limnothrix,,CDS,,1573132,,1574644,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001274,locus_tag,,Limnothrix,,CDS,,1574997,,1576122,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001275,locus_tag,,Limnothrix,,CDS,,1576179,,1576566,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001276,locus_tag,,Limnothrix,,CDS,,1576519,,1578985,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001277,locus_tag,,Limnothrix,,CDS,,1579123,,1579744,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001278,locus_tag,,Limnothrix,,CDS,,1579766,,1581833,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001279,locus_tag,,Limnothrix,,CDS,,1581881,,1582517,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001280,locus_tag,,Limnothrix,,CDS,,1582718,,1584122,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001281,locus_tag,,Limnothrix,,CDS,,1584280,,1585579,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001282,locus_tag,,Limnothrix,,CDS,,1586081,,1586666,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001283,locus_tag,,Limnothrix,,CDS,,1586948,,1587827,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001284,locus_tag,,Limnothrix,,CDS,,1588032,,1589574,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001285,locus_tag,,Limnothrix,,CDS,,1590416,,1592462,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001286,locus_tag,,Limnothrix,,CDS,,1592779,,1593838,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001287,locus_tag,,Limnothrix,,CDS,,1594316,,1595324,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001288,locus_tag,,Limnothrix,,CDS,,1595320,,1595836,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001289,locus_tag,,Limnothrix,,CDS,,1596883,,1597111,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001290,locus_tag,,Limnothrix,,CDS,,1598016,,1598502,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001291,locus_tag,,Limnothrix,,CDS,,1598560,,1599289,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001292,locus_tag,,Limnothrix,,CDS,,1599442,,1600564,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001293,locus_tag,,Limnothrix,,CDS,,1600852,,1602004,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001294,locus_tag,,Limnothrix,,CDS,,1602270,,1602753,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001295,locus_tag,,Limnothrix,,CDS,,1602926,,1603265,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001296,locus_tag,,Limnothrix,,CDS,,1603677,,1604319,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001297,locus_tag,,Limnothrix,,CDS,,1604756,,1606166,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001298,locus_tag,,Limnothrix,,CDS,,1606383,,1607358,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001299,locus_tag,,Limnothrix,,CDS,,1607931,,1609938,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001300,locus_tag,,Limnothrix,,CDS,,1610260,,1610503,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001301,locus_tag,,Limnothrix,,CDS,,1611009,,1614033,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001302,locus_tag,,Limnothrix,,CDS,,1614004,,1616188,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001303,locus_tag,,Limnothrix,,CDS,,1616293,,1617043,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001304,locus_tag,,Limnothrix,,CDS,,1617247,,1617850,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001305,locus_tag,,Limnothrix,,CDS,,1618026,,1619004,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001306,locus_tag,,Limnothrix,,CDS,,1619841,,1621203,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001307,locus_tag,,Limnothrix,,CDS,,1621459,,1621798,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001308,locus_tag,,Limnothrix,,CDS,,1621784,,1622141,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001309,locus_tag,,Limnothrix,,CDS,,1622200,,1622557,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001310,locus_tag,,Limnothrix,,CDS,,1622543,,1622900,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001311,locus_tag,,Limnothrix,,CDS,,1623034,,1623394,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001312,locus_tag,,Limnothrix,,CDS,,1623400,,1624912,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001314,locus_tag,,Limnothrix,,CDS,,1626645,,1627203,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001315,locus_tag,,Limnothrix,,CDS,,1627301,,1628315,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001316,locus_tag,,Limnothrix,,CDS,,1628517,,1629861,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001317,locus_tag,,Limnothrix,,CDS,,1629860,,1630502,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001318,locus_tag,,Limnothrix,,CDS,,1630544,,1631651,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001319,locus_tag,,Limnothrix,,CDS,,1631944,,1632646,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001320,locus_tag,,Limnothrix,,CDS,,1632721,,1633561,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001321,locus_tag,,Limnothrix,,CDS,,1633542,,1634121,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001322,locus_tag,,Limnothrix,,CDS,,1634248,,1635634,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001323,locus_tag,,Limnothrix,,CDS,,1636205,,1636577,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001324,locus_tag,,Limnothrix,,CDS,,1636805,,1637132,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001325,locus_tag,,Limnothrix,,CDS,,1637147,,1638056,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_001326,locus_tag,,Limnothrix,,CDS,,1638143,,1638497,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
